0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,cell
-0.6330289,-0.5956785,-1.2909155,-0.045135412,1.9182566,0.43332285,-3.3525906,0.10857234,-0.6023487,1.8791423,0.054095034,1.6380442,-0.08393194,1.6016916,-2.6264756,-0.3661045,0.18686989,0.16958243,0.050100546,0.82823026,-0.07603664,-1.5211363,0.26021633,-2.5487723,-1.1708039,-1.3704224,0.8411796,0.79481196,1.5002247,-1.8077184,-0.13231839,-0.33184126,1.5370283,-0.8102815,-0.2543729,3.539196,1.6196296,3.0119708,-1.7746508,-2.300714,1.8001693,1.3352082,-2.098643,-0.3197347,-0.6637151,-3.9366424,-1.1593537,-1.1488776,-1.5265297,1.477275,-6.3817825,-1.6525925,-0.6776564,-1.1995746,0.69310117,-2.8501675,1.7979829,-2.632763,0.24820492,-1.0458789,0.20607357,-1.0942528,-3.4184124,-0.47265896,2.9746692,-0.6026995,3.175242,0.037170872,-3.490572,-1.9844792,1.4159807,-2.0446105,-2.6893315,A498
-0.7645077,1.6273875,5.7831945,3.5292811,-0.7405555,1.2739457,-3.6036844,-2.601969,-0.022634324,0.91491455,-0.075838745,1.7259258,-3.9013917,-2.0690997,-2.304264,-1.6250755,0.31482074,0.49885184,-0.82971126,-1.7623084,-0.33519894,-4.1683083,2.010108,2.3002253,-4.6149807,-0.90497136,-0.7224876,-3.7839584,-2.0853517,-0.9889292,2.7276292,-1.1256125,-1.2969404,-0.70850587,-2.056706,-3.8617077,-0.7189229,2.826505,-0.52734816,-2.3090758,3.90902,2.0433967,0.24895573,1.3400272,-1.2825663,4.14181,-3.196975,-0.38721848,-1.6534295,0.82726777,0.5092759,-2.4722788,-7.3829174,-1.6172912,1.5627971,-0.26511866,0.178187,0.80259985,1.6851996,-2.8710833,1.5063092,-0.24502817,-1.4433534,-0.3289386,0.4421455,2.68601,2.7998307,3.4406347,-3.1664853,2.9524288,-1.9119809,-1.5334898,-3.9803658,HS 578T
0.56485677,-1.6208718,2.7449925,-1.923472,-0.23299259,0.02840361,-0.27807236,1.7458308,-0.118142545,-0.9339491,-0.2806891,-0.8303968,-2.8881931,1.5353067,3.1314116,-0.2975612,-3.6433868,2.2062438,0.43631518,-2.418466,-0.50049204,-0.68969613,-1.6906335,-1.1673902,0.58788896,-0.34262928,-1.9898951,-1.8620665,1.9728799,1.6902725,-1.418064,2.0305142,0.033979144,-0.6497204,-1.1832836,4.1203375,1.1909523,-0.30988693,-0.6162863,-1.5719041,-1.1844963,0.843289,-1.5819266,1.7556807,-3.3432019,-1.5662373,-0.85565144,0.53538746,-2.4421623,1.5520506,-0.25218704,-1.5329714,-2.809824,-0.17973277,-0.34563282,2.2358074,-0.09515612,-2.4456775,-2.289845,0.44245052,-0.90555984,2.1968994,0.80402035,-2.6119764,2.5707362,-0.14748207,2.7061064,1.6793116,-0.3534527,-0.013804852,-4.221884,2.0114484,0.7505036,MDA-MB-435
-0.59101117,1.517832,0.23056717,1.8410027,-0.74728227,1.4440277,-4.823759,1.3930745,3.3991208,1.7716615,0.09219912,0.046100467,-1.3843629,1.8995506,3.7012134,-2.2528741,-2.9876692,-3.24061,-1.8262252,0.074957974,0.90626436,-2.964377,2.9966826,0.13651837,-4.5201526,-1.7920632,-1.0769516,2.751421,1.325984,-2.172936,0.90759194,1.0742221,-0.26956666,-0.5935863,-1.01634,4.7534404,1.074148,1.1805438,-0.29667872,-4.3592305,2.9732776,0.21540354,1.535777,0.8954179,-2.9938037,-1.2086953,-2.1605601,-2.525449,-2.0534503,4.000382,-3.3655224,-0.8260425,-0.8540738,0.97182137,1.2919003,-1.9326757,1.345199,-3.0484529,0.69320285,0.7989105,-0.12556764,1.6804425,-0.50897807,-1.6216632,1.9285175,-2.8910856,-0.5767007,-0.4504957,-4.7260017,-0.58402735,0.08620603,-0.18517809,-1.4148651,OVCAR-8
-1.9684021,1.2954369,-0.9861358,-0.22993068,-0.5028499,1.3928745,-2.1469617,0.93728256,0.92952126,0.053440083,1.5737876,-0.17378417,2.498452,0.3240903,1.1220199,0.7943654,-3.1620762,1.8477359,-1.3320365,-1.3343168,2.7539024,-1.7310023,0.6355306,2.0375519,-2.8371081,-1.6105387,3.3626432,1.2753118,0.22406283,0.31696153,1.2070448,0.061224636,-3.3967662,0.89528936,-3.206442,2.216714,3.038614,1.4399441,1.3749413,-2.9988825,-2.1272047,0.8875783,-3.5389674,1.4390906,-2.8555517,-2.7376204,2.5391548,-0.04850447,-2.7274458,2.9644096,0.43987325,-1.0262882,2.523003,0.20988503,0.83158076,0.861602,-0.81948525,-1.0997981,0.18041173,-0.8752787,-0.8394482,1.2650752,-0.55066675,0.7123644,-0.13164629,-0.59800065,-1.2401634,-0.66551924,-2.8427835,0.30871597,-0.23783763,2.6370625,-3.2508132,MCF7
-0.59769523,-1.5966722,3.195829,-1.0092927,-0.1969265,1.6456306,-2.7685485,2.7073505,2.7280817,0.23476616,-2.9485397,2.5940058,-0.14182177,-0.9135024,-1.2062435,1.8974334,-1.8996235,1.6781261,-3.097114,0.02445108,-1.2670367,1.0661316,-3.7912657,-0.54347926,-1.7679259,-0.78633875,-0.99252224,1.0546284,1.0807503,-0.3517185,0.58480966,2.9666378,-0.272454,0.01025692,0.5427777,0.12206165,1.5201219,1.8129468,0.70365775,-0.8205075,-1.8611332,2.3435566,-1.7213048,-3.7855568,-1.4620286,-1.6805319,0.44278756,-1.6666343,-2.3953023,3.4799697,0.89980125,-1.234246,2.785236,1.27805,0.49589103,1.4865983,0.42452636,-0.36032873,-1.1178818,0.34669682,1.6934043,-1.5713221,-0.4585768,1.6786051,1.6075817,2.852119,1.4608538,-3.1003034,-0.3846412,-3.8642247,-3.1005185,-0.5201026,2.0419695,786-0
0.80065113,1.5073898,-2.369885,-1.8452235,-1.1843892,1.8990104,-1.6842521,-2.3682609,3.0384057,0.72245705,-1.2385709,0.17295617,-2.965627,-1.2792417,1.1879445,1.9159795,0.3486943,-0.8912978,-0.7112138,-1.7057792,-2.0616443,-1.4177904,-4.555571,-1.2936553,0.7894615,2.8243277,0.22402026,0.3942346,1.7176902,0.7305178,0.9899454,4.40314,0.7553407,-2.0274227,-2.5197687,0.06505958,2.0393465,-2.2483633,1.2098103,0.33539602,3.8229027,-2.1500404,-0.3226569,-0.7530094,1.4877652,-2.1251261,-0.2467663,0.24410701,0.22463939,-3.3795457,-4.363609,-1.0785781,-2.254826,-2.619408,-1.0249578,-0.549324,0.9799606,-2.16738,-1.849837,0.39704028,2.6734617,-1.5697986,-2.9774904,-0.8028988,2.4666364,-0.6949773,1.0453037,-0.53878486,-2.1144273,-0.5046898,-1.4691834,-2.2837257,-1.6367092,IGROV1
2.0773604,-0.14647183,1.7268721,0.12837815,-1.5528878,-1.3147777,0.9272938,-2.3714576,1.7922013,-0.427052,1.8249962,0.17853948,1.7902308,1.874869,-3.0101247,3.7701137,-0.014613494,1.2441096,0.0124746,-1.2261034,-1.7194614,-0.033210833,2.3631349,1.331229,-0.2297665,1.0879459,2.0181267,-0.54826564,-1.5960901,-1.1669418,-0.15258633,1.5063804,-0.62981534,1.4399633,-3.378252,1.3915578,2.351029,0.7327994,1.0050882,-2.7877743,-1.5551671,-0.65244734,0.7451453,-3.2697606,-1.2862196,4.7591286,-2.040064,-2.7269752,-1.1576881,4.0264726,0.029707702,1.1354967,-0.41002536,0.70570457,-1.3279874,-0.73144203,-0.59885645,-2.7145214,-2.2379866,1.5102327,-0.72922957,-3.3991747,2.1171343,0.118100435,-3.3813412,0.2441489,0.08174337,1.1972547,-0.0399219,2.7832232,-1.4875276,1.1496999,0.804958,MALME-3M
-1.2838838,2.9646835,1.9253838,6.038606,-2.2676766,-2.9851315,-1.2119703,-0.9969939,0.02255845,0.13861237,-1.2909747,3.6357653,3.5535555,3.5166335,0.070867084,2.1613774,-0.6514462,0.15261757,1.8657779,-1.0528448,-3.9988794,4.8517246,-1.3826853,-0.9864585,4.5217166,0.3827145,-1.268715,-0.6337761,-4.5316644,-0.5123243,2.6038513,-0.45564565,-2.0759473,-7.1127806,4.7701926,-2.5343037,-2.5056143,-2.2690904,0.79269224,-2.6868932,-3.2224941,-3.5279226,-0.68826556,5.012618,1.306181,2.3856516,3.8890402,0.72075546,-0.055174503,1.6810343,1.1911244,0.9205605,-0.96312815,-2.7554653,0.37117246,-2.4149082,2.854447,0.7697319,1.7498084,-1.9821882,-2.300178,0.5882698,0.2363341,0.41904405,-0.49211332,-1.1715652,-1.2136692,0.23294558,-1.8789588,1.1727663,-2.230012,2.3678107,2.7742786,HL-60(TB)
0.87157226,-5.4935803,1.5064104,1.5881699,-0.078760415,-5.910692,-3.5517976,-4.7393103,-3.8811295,1.3261646,1.6430984,-2.6496875,2.6449397,4.2985396,0.29316992,3.0104127,-1.4178921,-1.1157792,-3.7796955,1.1617322,-2.3860755,1.0305195,-1.4260185,2.8987222,-2.3878825,-0.8486275,-1.1162564,0.985979,1.5543945,-2.4294188,-1.9418414,-1.533741,3.3481817,0.4419482,1.0070338,-1.029838,-1.3614644,-3.9128416,1.0798241,2.0694704,-2.8177195,-1.9733734,1.1482909,-0.045767732,-0.10681911,-0.37746304,2.0838895,2.3574553,-0.0025668463,4.046033,5.472669,-2.335273,1.1471719,-1.9907897,-1.7633368,4.1531715,-2.8643355,3.577563,1.0312775,-6.2437873,0.40592572,2.1994889,2.8952627,-1.3870844,-1.4591454,-1.6714426,3.689494,-1.951613,-0.20465817,-0.25516775,-2.6765153,-0.21445991,-0.7656522,DU-145
0.6285192,-2.3232443,-1.7169621,1.3833393,0.23164931,-0.60123986,-2.0653338,-3.5117188,3.630609,-1.35668,-0.8769479,-3.0065181,1.2882324,0.019135227,0.013845817,2.8338604,0.97629464,1.9620439,-0.06084394,-1.6928722,0.37729296,-2.7826767,-1.9745599,2.3648047,0.01495679,0.12203596,1.41337,-1.4313326,-1.1045135,-1.70878,-1.9030342,-1.9046187,1.4596592,-2.1126163,5.5347576,1.9881672,1.297161,-4.115049,-2.4477715,1.328665,-0.2428781,-2.1829026,0.0675486,1.0015987,-3.128161,1.8550771,0.13803728,-0.6273527,-1.3184972,-0.07753972,3.121471,-0.92162097,-0.318387,2.8383636,1.4406127,-5.1469803,0.20848922,-2.0126889,1.227408,-3.507535,-1.7223791,-0.77689904,3.2608252,-3.9650862,0.13970323,0.70722234,-0.413337,-1.6421622,0.9985442,2.746055,1.271414,0.6046425,-2.4977164,NCI-H522
1.9859717,-1.4570061,0.98139185,1.1833886,1.2310342,-0.040975302,0.98940724,-1.1400118,0.61405694,-2.621935,1.179031,-1.4700773,-0.28324646,-0.6799319,-2.613434,0.5088816,-1.5618689,2.4188385,4.256148,-1.7040335,-2.8759253,-2.974913,3.6127036,0.81183386,-4.4900317,1.109842,1.7474803,1.265801,1.6649832,3.1394327,0.6192538,0.31877828,1.1495656,1.3159894,-0.22961251,3.5537066,-1.0643034,-0.9215781,-1.0646038,-1.1655998,0.67776227,0.3332599,3.1888587,-0.1465003,-3.5113728,-0.6848101,-1.745959,1.8333162,-0.59805125,0.019189084,-1.0849987,-4.5139914,0.008858826,-1.0666926,2.914695,-0.26881552,-1.0338491,-3.9920719,2.558425,-1.1611023,0.53872776,-1.7358272,-0.7954029,-3.3144126,0.32331824,-2.283677,0.26354346,-1.6751401,-4.095895,-1.2139401,-0.61414325,-1.6437061,-0.27218965,U251
1.004491,0.896495,-1.355356,-1.9544789,-1.3788407,0.5702915,-2.2139668,0.09238673,-0.55457187,0.9874872,-2.6300526,-0.81090677,0.054756727,0.29766756,0.5876808,-1.0430901,-2.4178224,0.4016261,-1.3705298,1.8391749,0.7357635,-1.2336092,0.2742121,-0.48377734,-3.3574197,-2.3270564,1.7867898,0.15362145,-0.7732064,0.60789895,1.068926,1.3004268,1.8448031,-0.9129244,-1.110469,-0.017527279,2.2629738,2.9011958,0.24409173,-2.896852,1.6284919,1.2549744,-2.7790232,1.4598062,-1.1602223,-3.723117,-1.8869398,-0.75420696,-1.7388647,2.2213552,-2.7469196,-2.4456224,-1.0674418,0.8054845,-0.26969528,1.3241786,1.3132364,-3.074044,-1.2913479,2.296064,-1.1542197,-0.005906761,-2.8878713,-0.8994697,0.21675383,-1.9389385,0.8249325,-0.7731049,-4.3018517,-0.63772714,-1.2357041,-0.9891797,-2.8774223,ACHN
-2.408765,1.4816816,-1.2042336,1.448475,5.306891,0.56559825,-0.72021323,-1.4888014,-2.2840965,4.5503817,0.7555378,1.8151956,2.1430395,5.3872495,1.1244144,0.48421448,-1.2403394,-1.9235201,2.0091527,-4.5539618,-4.2820606,2.1171968,1.0729483,1.5047805,0.84235114,0.6506415,0.49819955,-2.5968251,-0.9046395,-3.1296315,2.9886172,0.750159,0.4559647,-0.73315954,0.37668407,1.7102684,-2.832579,-1.6978344,1.7820183,0.4584146,1.430883,-1.1931049,-1.6655763,1.3933302,0.59023,0.92937076,1.9309168,-2.140429,-1.1606296,0.42473522,-1.510993,-0.5355724,1.5048262,0.18997395,-0.802765,-1.196513,4.7649803,1.4918814,2.3058121,-1.0219318,-1.1708256,-2.043193,0.53288394,3.407725,-0.28955898,-3.4553504,2.3945243,-0.79252267,-0.22066942,2.029131,0.93022126,2.9962318,2.4316232,RPMI-8226
0.7850708,1.101581,-0.3003856,-3.3064952,-1.9606694,0.64996856,-2.231582,2.0965533,0.6441277,-0.00014594707,0.1878578,-0.9792478,0.3758377,0.38401783,0.5830863,-1.3245819,-1.6731472,1.4967825,-0.85694414,-1.3495634,1.8622464,-1.275617,-0.021715863,0.39885667,0.097536,-0.41515854,1.093712,0.5567905,-0.09025169,-0.2371486,2.4332533,0.64927995,-1.8893489,-1.4731942,-0.23960225,-2.3314054,3.057218,-1.1142926,2.526383,0.7405392,-0.5129178,1.5777545,-0.5048219,-2.0499072,-1.3332015,3.7306361,0.6126686,1.184718,2.663914,1.6290829,4.045728,-2.3195558,1.0324008,0.7504881,-1.3468403,3.1718416,1.0938667,-3.2546272,2.8100154,2.2906747,1.5687491,1.5801901,1.6477227,-1.9905701,0.47492853,0.74210393,0.07190063,2.1556578,0.85270387,-1.2054234,-0.37723634,1.6290247,-1.5118809,MDA-MB-468
-0.100142546,0.6790495,0.97372764,-0.044628214,-2.8834767,1.4758155,0.4642818,0.95528185,-1.7407389,-0.9011988,-1.7782444,-1.9606969,-1.5563217,-0.53171486,0.39834574,0.49455312,-0.7655227,1.2343391,-2.7347221,-4.1181393,-2.1614344,-2.1726568,-0.0070930547,1.3674285,-4.3292966,-1.7972777,-0.6025215,1.4615794,-0.9925911,0.9316153,0.60500807,2.901258,-0.61821634,-3.1188755,-1.9306512,1.2499343,2.0629933,1.9093004,-0.9418441,-1.2211835,-1.2410804,0.6210949,-1.4525853,1.0067204,1.5349712,-2.073067,0.9947569,-1.217804,0.8917508,1.1684374,1.296937,-1.542922,-1.8066242,-1.2694329,0.08587452,-0.04070146,-1.3634897,-0.15648685,1.3936285,1.2440993,-2.7130673,-0.07366302,-2.4279995,0.5919036,1.8912172,-0.1491274,0.34370175,-2.156458,-2.3767488,1.3420098,-0.79394567,-3.082157,1.8546147,BT-549
-2.2345965,-4.1083465,-1.1275226,-0.53169733,-1.4028915,0.44169754,-1.7134839,2.0374055,-0.06559317,4.0002766,-1.534755,1.1961381,0.68826276,2.5977335,0.66871583,2.2227309,-2.4652889,2.3076599,0.24686478,0.6988932,-0.28360248,3.666463,-5.4068685,0.16664554,0.85854125,3.2395594,-0.8508748,0.29341716,0.83872795,0.47706053,-1.5319271,-2.2091506,0.4499425,-1.5455192,-0.64698434,-0.40630868,-3.589738,1.2541039,-2.1278234,0.42074883,1.2905716,-0.50659513,-1.6652168,1.9596837,1.637436,-1.6792659,-1.8818984,-2.3164294,0.7680178,-1.9496808,-0.009653476,-0.65550697,6.548286,-0.7448127,1.7751794,0.828597,-3.85069,-1.5566678,1.4279604,-1.9566209,1.9276153,1.0716246,0.7757847,4.841656,0.6304423,1.8453958,-1.3221895,3.6772928,-1.71134,-2.3925447,1.9076302,-1.3363851,2.190031,HT29
-4.2248545,-2.7804015,1.815783,-4.3544917,-0.6143581,-3.2553291,4.492405,-4.032373,3.005218,-3.3270795,7.581785,2.9955447,-0.32777515,1.2710413,-3.0817976,1.1605974,1.2992729,-0.5786308,-0.098994285,-3.5790496,-8.064532,-0.6537101,-4.5317655,1.674263,5.5724673,-2.3506994,0.22812428,-1.5892954,-3.6218398,-0.953594,1.2562413,-3.22935,-4.551011,1.2711275,-0.6671908,0.7448931,-4.3295164,2.8324363,3.434137,1.2598003,3.8007922,-0.5708811,2.8776758,-2.4500763,4.8643603,4.004961,0.18981104,0.65899754,3.9494655,3.1494467,-0.7750374,0.5892077,2.9366791,4.035089,-1.1600682,-1.6687058,-3.4092436,1.3882362,-5.8118906,-0.84208614,-3.471141,0.37671003,0.60888815,-0.8918821,-1.6179789,-1.9772164,1.0741148,-1.2812592,-1.9416177,1.0970387,-1.1520122,2.5175667,1.5684941,SK-MEL-5
-1.2730167,-4.2250977,1.467899,1.8816745,1.9110525,-0.6296927,2.109641,1.150048,-1.2691829,-0.03913359,-0.9709633,4.6212025,0.7318935,-5.0651126,0.5420037,-1.2225314,-0.55464506,1.7199883,2.9171114,1.4340762,-2.268265,1.8030671,-1.9906725,-0.17033143,1.2628281,2.5772407,2.5433743,-0.33978564,4.6329813,-0.0312668,3.2837107,-2.7517595,2.7844307,-2.7722268,0.73537654,-0.46913898,-2.8686252,-0.54737914,0.93568647,-2.790304,0.65289795,1.8630286,-0.74806833,-1.8852335,-0.96223056,0.43172073,0.106345475,3.3154962,1.4361889,1.8324684,-1.2419579,-1.1305197,2.155891,4.2326584,0.52663547,-1.473138,-2.7786665,-3.270295,-2.0793104,1.7246951,1.9422376,3.0856938,1.9309338,2.7937624,0.5381642,-1.8020024,1.601525,-0.12870593,0.91914773,2.5472298,-2.25165,1.6895844,-0.52346456,PC-3
