cells,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
CAKI-1,2.46643771850574,-1.7006812419613704,1.3230217265584323,1.2610305892610316,-0.22627134973215782,3.756180998745549,2.63889447036434,-0.2504340525552243,1.0712528494249178,0.002950343045655733,0.9575560265971884,-0.044363784074226316,-0.9346201644002767,0.552032907977336,0.023557978984887734,1.4902855970163813,-0.24789763429240494,0.09581353584318625,-0.21450522894101617,-0.2184557897326668,0.2701099401787016,-0.13738046076258845,0.6126026856822296,0.1333049726670388,-0.09245684593728332
NCI-H226,3.372400632682244,-1.0749517072981718,0.9125891600837391,-1.3166251682230394,0.8748908247868178,2.329547029941588,-1.534844033758998,-0.880855202806472,1.0722828948735585,0.43183577324719613,-0.0845391161590426,-1.4866133427994854,-0.6655614873801887,1.0344731413130892,-1.1547416448634849,-1.0040697887653391,0.27902427347430986,-0.9506751593219672,0.4636899978414175,0.09442517587664662,0.012409031443899415,0.17753760791189652,0.20974760687988442,-0.3995460314072058,-0.21100446927987837
NCI-H322M,-0.3926513357012592,1.862258527425926,-3.350140950314373,0.46482129285958684,-0.5630669690087907,1.4337026622290134,2.9811717701910947,1.2219114352222686,0.556785929665305,0.5032978814971725,1.414606249832849,-0.5254792905069684,-1.5053393668768924,-0.8884654196873695,-0.49674066457723365,-1.273900501384782,-0.3499716361299512,-0.047067592447249375,0.6465662895999228,-0.4501963220289643,0.0988679752127761,-0.5506497824092886,0.15098696127803224,-0.6089985846106302,0.3488966995273326
T-47D,-1.8630345535259976,-1.9597205188464841,-2.8269541277540746,0.15722843468566924,0.8895012260620486,1.4430189364031452,-1.1369425300430085,-1.84144464800718,-1.521870732040459,0.13492463349934777,-1.5729082446850127,0.562025794061856,0.24658409336947978,-0.4926441597836068,-0.5228728889398496,-0.21125781937155164,2.0126492802119427,1.359528040632973,0.13256179061535553,-0.8870934688692392,-0.35138701921964927,0.1546846516293737,0.26029745676291205,0.11369589106869996,0.09048119207518643
SK-MEL-28,0.25966543644400536,-2.3778888711330883,-3.0426516940510986,-1.6119321416625534,-1.2223113413846012,-0.23041527019643,0.24332685900557766,-0.8058056667328206,1.0223102953539902,-1.0027135275366892,-0.27986064191662574,-0.7909687000390065,0.7760474049284369,-0.21065352268656273,0.16474075440509728,0.26764742534679997,0.2764720326161642,-0.9619813470996148,0.5893244918461854,0.49294992045459524,-0.4272067432649618,0.06062077382749623,-0.27229476166900785,-0.04604706556977313,0.11695343903227584
MDA-MB-231/ATCC,-4.9432482402669224,0.29241884168312654,2.656919406715012,2.408138224012214,2.7906368870851157,-2.7554659895313947,-0.5419493668565661,1.9924283133620913,2.534697213361842,0.8144980329763807,-0.5453831953241873,-0.3139513080234684,-0.2943025904635547,-1.43487974582613,-0.26950890943940625,1.1277674310824928,-0.06325536402092719,0.04249214377502618,-0.991668183757025,-0.06267609156583523,-0.5004185307353787,0.022188460451582646,0.4882612147970893,-0.09100099061697756,0.23983327039713281
OVCAR-4,1.8601516563311393,-3.2604455765020277,2.606938352381145,0.23523105796498037,2.29676610183569,0.4281540011971741,-1.0789064376422048,-1.3102900277038398,-0.564337352427233,-0.9419822224196174,-1.1598116457847334,0.5431430095852187,-0.29003383143804484,1.0714533899754162,-0.23310394689103728,0.22612182280933588,-0.16885389697712053,0.23447717468459336,-0.7411109040276469,-0.029315612419910427,0.5579075686283858,-0.2368731642789145,-0.05428482511444887,-0.5256840152200853,0.542218475735939
HCT-15,1.2042827781691845,-4.961602607501312,-1.440182944174445,-0.7231970261506908,-2.4684018054862027,-1.9290874500891975,0.8477090612430656,0.9277683588348457,0.45673873817562066,0.16009437309988114,-0.1663810978546709,0.6573531282605255,0.25613299590138267,-0.4092938700325066,-0.13526610961864635,-0.48891469253159897,0.8208467970394526,-0.468354234638571,-0.08660499412869226,-0.1084305305558917,-0.2568588833495523,0.657234574143917,0.37555479956884746,0.37066256407545967,0.3252775990412919
SF-295,-0.6514726467023566,-1.2743099260756001,-2.110759771814144,-0.6844945968990203,1.1164602801188,0.4117032919080474,-0.8154891628996298,0.8289360938882859,0.24434398010788858,-0.942734663602017,-0.3657652701513194,-1.37444009572097,0.327712412619647,1.3638225292394075,-0.04808779715388285,-0.3707976765539346,-0.33285601711451857,0.2993975225815565,-0.9762198304125844,0.7003568960241832,-0.6149646972097621,-0.4474297317994398,0.3191472849909976,-0.11091584163123976,-0.610038779266414
UACC-62,2.5841958502743,-2.234584843032873,-1.5316152273571735,0.7879676483357211,-0.13260565333404054,0.5220328493386811,-0.25697557693735606,0.4840862692784417,0.5921659745390904,0.01572525574624621,-1.2854079524591657,0.1630133800558141,-0.44227052885526236,0.20244911859759246,1.1878529732136354,-0.11137656292227947,-1.4215196893630393,-0.35750368690940787,0.5850589152960255,0.24534993881405084,-0.6716093344205725,0.9657551877211691,-0.33134477717074434,-0.04977289953674656,-0.1698340770208297
