CCLE_12_0,CCLE_12_1,CCLE_12_2,CCLE_12_3,CCLE_12_4,CCLE_12_5,CCLE_12_6,CCLE_12_7,CCLE_12_8,CCLE_12_9,CCLE_12_10,CCLE_12_11,CCLE_12_12,CCLE_12_13,CCLE_12_14,CCLE_12_15,CCLE_12_16,CCLE_12_17,CCLE_12_18,CCLE_12_19,CCLE_12_20,CCLE_12_21,CCLE_12_22,CCLE_12_23,CCLE_12_24,cell
-26.07269939890212,-27.03084401211115,-23.81205974222093,-28.430739791806815,37.64370941296559,6.1802976246357195,-14.05171041617912,10.934439267487843,-0.6245500158892403,-28.916653876367626,10.272046075317256,-3.455235706077722,-24.060050023529417,-32.0443514952885,-12.377597004774644,-1.937798444122996,0.20386080495925518,14.215068951309373,9.03472071229135,-36.986847654933186,6.25842586893416,-18.638969322587787,-32.661204279491635,-28.007374612483936,13.213904073307818,786-0
-50.50610314764729,-6.963332360276374,-24.588619579285194,-5.130856189184882,8.591212194921269,-2.7513433519491253,0.9802045745009873,-1.2754775530956466,-50.280806716367465,7.162096734393988,-5.748975353420989,53.47658150704472,3.8106959728046506,-4.092594863683515,-10.485625463816787,10.168863119650377,16.37576135281933,22.306832043111196,0.8833269157879005,-1.4273471029692102,26.679072850532297,-22.539682205594413,-10.921882263948723,31.525162054317942,13.403503894683363,A498
-23.777327926280687,-14.906020708159279,-15.717723408801376,-31.393396863868546,21.35020603970525,8.608423479236599,-43.50663721983175,-0.08769995183442486,-32.00337748917082,-55.82600356334968,-12.155207593124643,38.946923672229445,-29.568877900218634,-49.32120652925793,-45.21949351626789,0.4693595799102891,2.0929361483377478,29.40760971850658,13.3756786288904,28.51126589445986,3.8727475722206868,-17.292273866299524,-27.28714328689427,-41.36559812394781,-19.713017227959142,ACHN
-16.447487384118933,-32.19131892571758,3.240709306419781,-17.452373140535936,30.92338678786158,4.419675180096667,20.80772533809098,24.785954331836155,19.895632302172153,5.816444856131363,16.20835047866748,-65.13992270326636,-8.545317486804864,-9.742986783379523,21.04407646846203,-55.77844842889221,-61.601363005062076,-1.9927444359519102,10.098039879101465,-46.37761068125502,124.70696300403253,34.64920591331675,16.883181565798775,12.453643872069648,-32.34016085976621,BT-549
-57.13227815008373,8.112457595927824,-32.943885950836304,-12.45856375683,12.82871472831513,2.2367928278363394,-15.902225679270922,1.3649328788675612,-59.2905184538992,4.04448198115602,8.664288643887993,39.919285548009235,13.693542087407648,-9.150757707323118,0.5819189945847217,-11.1964966122499,5.626661138004561,16.5382175966674,-4.384904696277806,9.164574514166887,22.90155605131011,-17.5455489211146,-8.489762392115919,22.959713795169517,-20.522135412885962,CAKI-1
5.122903273142663,1.527479926990311,8.893028673966864,-47.73802638211042,21.950444291517876,3.305315442783993,-25.104796987849962,6.517234568144386,15.063726504593117,-72.88931830961721,29.072000853756087,-22.289343955951487,-17.267164303891562,38.713245243568494,-18.950334961826332,-52.926488116107514,-15.828886241455097,19.453489100437945,-4.811356589711001,-54.968334319666745,-76.87172529572227,-34.14449845204876,-13.798549859682279,68.77504487489567,-44.083282154690906,DU-145
-7.9055867907377255,-2.604659136168953,22.06636281086749,-31.958997572803437,6.339466033222847,-14.355690385883527,-1.2313589169282027,-17.536583612922467,-37.423493598360714,-11.039132313437095,15.206296512346261,78.13472800161718,-51.06481289598721,94.38254788906005,50.091603840661676,-34.13860180979626,-75.14428755621226,-74.17214397489303,-1.965803031696165,14.483863435358982,-3.395321534547208,-26.755798607094412,6.537838564191753,-42.81952636679544,29.91352013237302,EKVX
17.91896824235023,20.981059559851396,8.415607010973696,-48.0406993316673,9.06866047819022,2.4381820203110145,-33.15421278465375,7.007380794117395,58.07483807746204,-33.45802511065583,14.757582963185309,-33.42501194123404,-33.656330562115734,-29.37947929111296,11.152565909509178,-10.197247008401913,9.910124011797574,-8.36246091348087,24.602150063032315,-31.124653445356817,-19.824761045264285,8.02274308994283,-21.04285768566557,-26.422383093101743,18.4952275132908,HCT-15
-37.84383956630702,68.60105881309518,-73.40043355809307,3.367477306520642,-16.318357791222233,45.81536104818141,-33.692106054666056,5.316551710124392,-19.723203165911702,77.91715268510157,21.557305623662902,0.9831437059665696,94.04875242791503,12.122145906150198,12.733010967312714,-56.183719327782114,32.29844779344396,-11.203846435284131,13.53879659521991,-54.720553351461504,-37.24513310517651,20.592628147344247,-22.046911220041416,-62.62702452105098,-16.06371141228729,HL-60(TB)
-8.951479993416829,-18.978764953225387,0.2399724539959907,-16.23781671611496,22.905302486271886,-1.132286497894299,1.9926610760655363,8.479604269916111,-18.9215203651119,-1.003889933678739,12.42852571990488,-9.364055212536979,-12.959611460716035,-2.3609730652796475,8.291325225337408,-3.955946774983305,11.611874742277308,-2.2212208239979465,-22.54265135098296,-7.684526498108149,-13.102837688080943,2.8761206462616355,0.5032301175357414,-3.658925355867392,0.7186136642246348,HOP-62
