cells,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
SK-OV-3,-8.184623802526799,2.137907298992366,1.3778411607063257,-3.296313157999077,3.6840979812580437,-3.8758370136443334,-3.2078106343670636,4.926457112254418,3.382721441270177,-0.3442855285661212,6.209877788291194,0.11060004442319782,-2.5287826709438996,2.204774222893615,-0.5964852521810264,-3.506295176067443,-1.3601887094408656,4.860672005337513,-1.8306832490559168,0.4038737508204138,1.9318625746078137,-2.0219168796969647,1.2478751343853522,-1.4514306790902574,0.09708230307085394
A498,-4.943161217145709,-3.4237262973044644,-1.0794392759746736,0.305751585423058,-0.15788657188826505,1.1699343123366301,-2.6109698619258443,0.4822453931650804,1.3629144141804581,-0.6699268175471581,-0.8927767634169116,1.4876270413871036,4.099339374426725,-3.399594337871608,-3.5977867051318935,0.9203573826461512,-0.6724387951604373,0.7769801234712279,0.6836894247526244,-1.773576156078113,1.0815811277534846,1.284208835747991,-0.12149386388519529,0.7066204948367509,0.3205436955969879
OVCAR-3,-1.2429778860332363,4.409054961429666,-3.789466633885045,-3.856641064513926,0.419078059172172,-3.4610885933358793,5.650443020570473,0.4677608848672684,2.896695580280302,-0.5392103642828641,2.4870096912235793,-2.5314032381512637,1.5209981182938512,-0.5150703067162813,-2.0654189762266815,0.6491271237433252,-0.4453878521770356,-0.9519050650062012,2.937932801489263,0.13865486832996174,2.217188738609798,-0.5660872119578085,1.8997017176034445,1.9578834534728666,-2.1026024719739027
HS 578T,-1.095674780347779,-2.0320536979966493,-8.149208315052945,2.0734767245851677,-2.489415938939763,3.1830009784451216,-0.4341863229585798,1.469794974086852,0.9654601665375299,1.5103419641509137,-0.9548038614603,-1.8767393548386548,2.8397218796145474,1.3399457513720785,-2.233493384306202,3.367093667773486,-2.322298120516053,-0.011611108130962592,-1.854227115797178,1.841038203182185,-0.9928706720000533,-1.6529961629360903,-2.05694532765308,-2.814483999071419,-2.605564788628195
MDA-MB-435S,-1.8431018865216602,-5.819325288105508,2.0905659480855587,5.157237514907125,-2.127425820538849,-2.654837680588844,1.925741453888146,-1.015363296426252,1.6818677165274805,3.862554310780129,-0.02008224475599717,-0.851803961341932,0.07590214145774968,1.097380255043442,-3.13271653521674,-0.19778514304737127,1.8326756175957766,-0.8119943404962875,0.5759362513076948,-2.44778195534367,-1.8345763775413497,-3.6304067959485775,0.6635791563053848,-0.038993808991149445,0.83394801563506
OVCAR-8,0.7279205137296573,-1.6335611449519052,1.8280259786834847,0.05504829569943675,-0.04055714750420439,4.145790152949887,-0.18498806234906925,-2.328732016804524,-0.3418962776542817,0.9347727822845873,-0.2796490773420722,0.5966717523819388,-1.36581015426909,4.278042051091569,1.5506456741221675,-0.21050123879668073,-3.502818825815603,-2.717443125134608,3.1651571525630584,2.8012432847857838,-1.597286545397416,0.848709516748091,0.12126249270053135,0.05388828819516496,0.9808360424456919
NCI-H23,0.23582291945498138,-4.758408766237761,-1.1600459442349935,-0.7956416225735382,-2.610833698954137,-1.1646651261580412,2.2945680401005597,-4.344014213107831,-1.909217251945577,-4.923912586515672,3.163520762526827,-0.5401535479065274,5.773886406857086,-2.046902002086863,1.8698334451061027,-0.4679901486361895,1.3987254241215334,0.9687586437519511,-1.862577346400191,0.6368505866966065,0.07056527714112726,-0.27858419300101955,1.0140750380120216,2.447684982869942,3.2208053096904807
MCF7,7.980414102599211,-1.9933387614888907,-4.530270034371891,-0.3723702242695235,8.440316894264878,-0.10134897921660245,-2.1108697746822407,0.8362141508217761,4.44562961996335,-3.9791293541234545,-3.2475389180445746,0.00026260831377647903,0.9686797053241858,1.5343270738048513,3.679977652245454,0.34814645130685923,2.140120430177129,0.6649467612941431,0.2981895986382951,-2.061021106466244,0.03237334147420386,0.8449098057786942,0.21423092685686468,-0.7011418630530861,2.7437846255223857
786-0,-6.786495028721029,-5.136647601974976,4.99378018445418,-1.723236206035794,0.02549927050686356,-1.5496220866675394,-0.9436670454908102,1.7558008410927397,-0.5913477157252159,-0.41643558510694106,-3.2167802734396567,0.7105058092666829,2.2980354452336234,-1.3596289822727121,-0.2833393438096629,0.5675073136548919,1.1370212984705528,0.13645510120407836,-1.1072979710927235,0.27825666262870163,-0.13084111190230097,0.6797879826493498,1.4800243446601244,1.1163563952154065,-2.881439372565567
IGROV1,-1.7480861401034928,3.5585605839911376,1.3330888312224842,-2.5027341693959135,2.34936241080884,-1.6953719680869361,-1.6284837586900458,0.28023182295114046,-3.1789582773068648,4.701691339561732,-0.7138916520317735,2.110157087388365,1.9590560519103593,2.1696579885309837,4.4098859023902985,-0.6641924563262268,-3.1189931348180013,1.003535788306953,-2.305676811493625,-0.899381074850745,-0.05145977475715239,1.8935678191573784,1.4823532925132132,1.5299437831702867,-0.8415807446571645
MALME-3M,1.0964404124772493,1.60020080161691,0.7783442902553357,8.101518810834639,4.788347380580596,-2.413550254139524,0.20708370124978875,2.901644349590642,1.0494556106247355,-2.69440656124714,-3.959633195204327,-0.23014965359176967,-2.7803625244158052,-3.528186709797563,0.713039876433736,0.11667457830559785,-0.3186554007216442,-0.41162116998602,1.0277636137582642,3.7715129398261,0.842262587235763,-0.3601865675884992,-1.2895976197165135,1.0467774803316976,-0.13635496452916862
HL60,12.778770947583647,3.8750764988784465,0.623927415346088,0.5276063012057035,-6.94979996605143,-3.249503767575826,-7.465353985737172,4.080531036529237,-1.8390004701688583,-1.0205268242770629,-4.081209625019431,3.7412286563613906,-0.9018278706345211,2.944834944176006,-1.3858910201910593,1.3746917675660553,0.8650232993375093,2.332082151262575,0.7192920486336032,-0.6971646378138943,-0.70129214224403,-2.33864508573289,1.061727155458538,1.217701273420202,-0.9380403677766662
SW-620,2.944384899130494,-5.138052805518658,6.5878740151917095,0.49201273911712595,-1.0220830181190237,0.778945525367473,1.3417589033889714,-4.609708621622937,-1.4679436405985467,1.035729497711288,0.4808250235909862,1.9206182159397005,-1.8635727184814626,-2.734592659308204,1.4777883709841426,-0.371088581741837,-2.5720353136502836,0.24909699100828608,3.0160388217563363,-2.807399246071495,2.7233562348527034,-0.8667159308658592,1.4175404372063853,-2.8606549661319844,-2.148619120450491
HCT-116,-3.155759277714807,4.112964132236107,0.22886698063987837,-1.3048490002499338,2.04715966950485,0.27569465209842303,-2.1083111501473835,-1.2476962023217104,-4.570120022247209,-1.461784146217023,-0.28714680536017606,-3.164461625919618,-3.458391755442258,0.6589179528378832,-0.2737796775734767,1.8945986758303202,0.6330482277891467,-2.928762276212877,-0.8825507799101135,2.8329048087913624,0.09088554500538563,-1.7078086965131103,3.6223985476588245,0.9673475431072688,1.689961972824473
DU-145,-1.3847548305101325,-2.0518210085064195,0.8701902796346487,-1.8866604620614835,0.6372628021061397,-0.022596798454436788,1.1019341789947448,-3.3684458553344463,0.10162785247013215,0.17160312962581944,-0.15313638567767537,0.425598868430632,1.1188367282527694,0.9768621573551229,-3.100300867813098,-2.2274508887653894,-1.1496014623517792,0.665700840510201,0.7867602591637435,-0.8695267734973269,-2.1921889571654214,-0.45588260210138953,-0.54151876200348,1.1124191213331571,0.6287362909071559
SK-MEL-2,2.647286428474794,6.5514859706079775,1.031321665730667,5.529363256822301,-1.8635407014510663,-0.8954325723921152,1.7587289056466917,-1.7808023590071766,5.045414895921669,2.625397014361657,2.405269085882746,-1.1415203588457117,-0.29582747999939113,3.5365334401074615,0.07346355272739305,-2.590905809705509,4.671194908380968,-0.3521883791194967,1.7156525611585758,1.3419022469189845,-0.600341166947681,3.9257299021851737,-0.14358820984103315,0.8965755476281386,-0.4080327660832322
A549/ATCC,-4.8193566099588585,3.19276246005934,-2.719847857789483,-2.081021065486259,-0.2318495307046496,2.5225173344531484,-1.0956824225118025,-1.2675201078781053,-0.2620125666091683,0.5363369392991905,-3.4309501048688276,0.15891222584304912,0.6060217517423335,0.17306148150057463,1.6918955190204636,-1.8190596356221524,1.0150656045457846,-0.8546077940057499,0.637991256623777,-2.5321662936877174,-0.6307668103927425,-1.154721374103101,0.27572389334619707,-3.88747353389286,3.060299864691821
NCI-H522,5.49406265771423,1.0557733786103782,-2.969722521895131,-0.5478035512507161,-0.5027662602225939,-0.4234979898975606,-3.0412309947366825,-1.5081334155238397,-4.664771398163532,-0.9764109115836712,1.788469943876543,-3.7376650826978817,2.763215725095936,2.8826307917665974,0.28405448305391107,-3.7879969898670307,-1.3290404410601004,-2.440141558562855,1.7982459327483338,0.3305028267209253,5.352206822031086,-1.9828292914177195,-2.696258499692352,0.42398479210267304,-0.8750585062942386
U251,-0.6852318874144494,-1.3983812205631034,-3.4341378938247566,1.1005156856885259,2.328975363420231,-0.19758585025430536,-5.018153713777883,1.7637335886387162,0.2963090213336726,1.72251285409734,2.368639596180102,0.7415280475143836,2.5011763415994834,-0.4554880777685495,1.3708014740557346,0.040014527321986924,-0.18400169010523618,-4.421709956331484,-1.278866387032864,-0.8687645478375261,-0.0839325563232059,0.3833935034031471,0.540787030755209,-0.8248720941467891,-0.9880721300622312
ACHN,-0.5522918424773017,-1.2620741683002852,-0.8620789107718109,2.1626351817762,-0.2523127552550099,2.3970990032328765,0.16769489669374277,1.6492955291863118,2.556064556349961,0.1960723912122039,-2.0627580917447674,1.813211860176345,2.2868533765076386,-1.5556151857309002,-2.4479378041373496,-1.352396501010758,-2.9481656798398377,0.9993594570602042,-0.5829064335241134,3.2313651003192194,2.364407693188191,-0.9462508187689143,-1.219753660298754,-0.08388755273899003,2.896800039111516
RPMI-8226,11.516465278575147,-2.104846008838968,3.2363803591085665,-0.7686568082300684,-6.34198838574662,-3.814776558120281,2.900496817757603,2.7080880948406554,4.892395340768773,-3.567137498117651,-1.9044416428651707,-3.9473017322255917,-0.8495198864086165,-1.120040262394474,-0.5829843936399673,-2.599411117786278,-3.569718292323842,-2.814331698091554,-3.2242699403492647,-1.5140341257069845,-0.18686016080769913,2.4410270977232686,1.9661728182983,-1.667455444451214,0.0452536919222469
MDA-MB-468,0.2064814978834684,-2.635163802152495,1.5784347694046996,-3.0057115673769332,2.5286014361042195,-7.382556464141248,2.1135510231021453,2.276085310810335,-4.772024384081314,0.6232829729425376,-1.2289364558719713,0.8699464425772752,1.0211291406072478,1.2797420639869197,-2.1831331297453245,0.25774274779066597,-0.6905970939631397,1.409435519194876,4.899262972449046,-0.20796500887303973,-1.222273792254395,2.84328693074576,-2.9883204071118494,-1.6483808474391426,1.6710708952886177
HT29,5.840339206777172,7.689574684560833,1.249698608477954,-4.042138785897278,-3.106119190160388,-4.212542080552864,-5.213082289958827,-5.5306891374416365,-0.1466093682695827,0.13322793046761797,3.5065464858189768,3.257967192012988,-0.47785932520522795,-2.991120128467073,-1.7881700222441985,3.758862909817985,2.1851868353861907,-1.3545903528735068,-1.23751524000192,1.205333438699319,1.759178098001407,1.0106992422193881,-1.7223200680306865,-0.86202244312,1.14765925619599
SK-MEL-5,0.9346672126635979,5.70654799658372,1.334329805547303,7.063242207038637,0.7269048610742919,0.7997540092535378,3.3683599404264615,-2.0046307020773595,-2.082319281076769,-0.7841188125956434,-1.3759380988161067,-0.27414602799641674,0.34283297702010496,-1.977014298011676,1.8986361307479418,0.22293360434533854,-1.3049156455299247,1.666321386418642,-0.49683770148797163,0.7920556426640053,0.04702511030926378,-2.35326790254597,1.4403801978381419,-0.7666505366569771,0.046509740039057376
PC-3,-2.8560061046754295,-2.1032089373537284,0.7670819923403916,-5.100806354291503,-2.3516135730167753,-0.8214168006455239,2.0452323128396057,-2.1595928703483085,1.1965077863538984,1.6032194773141684,-5.164528965308983,-5.577758914697486,1.359892050464048,2.675158530364273,2.797832519962522,2.3985824140637755,1.4713528292522133,2.884203409740557,-1.8126199454192742,1.534622601905463,1.2130103166262185,1.0362781601417324,-2.7403573952893434,-0.3814969189896214,-1.180470290947852
K-562,8.662020437433863,0.44630963976226967,9.019844307755177,-3.4777788144642634,3.1337156281667133,8.417807093808161,-3.007345148037087,6.030758590903374,-2.858946362239223,2.643242364483022,3.1412368574791842,-6.06637386852273,1.6184557878466583,-3.4098998622312244,-0.9706607637712981,0.31870597225887615,1.5639019771667602,1.47139359806319,0.26034394462801635,0.1880462778185692,-1.7952621532019108,0.7966020228471178,-0.3934949420144847,-0.468574191021043,0.6789205701382065
KM12,2.806007272387279,-3.4735740150780634,3.991352561475547,-4.262663119473021,1.6760777043388781,-4.397756508146017,1.6698593999717202,-0.2542620643219299,3.297043194524263,5.864768733572361,-0.4795635128328977,0.3105947226334969,0.35583233315278184,-2.4349254223710552,2.6498125397859766,0.5948723611951899,-0.30460235147780973,-1.367049960364091,0.5268579284422701,2.305763124607036,-0.6163450636426449,-1.968513997482445,-0.14867372666530643,2.969204083699791,0.13748063730432408
LOX IMVI,0.034346529360959895,-3.525409255885091,0.8964131348485884,2.6963964913224254,-4.969650405166794,3.678439969907454,-0.3686212952361366,-3.5631542925157618,0.11525743460501425,1.4126091886358993,2.2243579217597462,2.449377153303018,0.6743565461369414,-0.0673906884774006,1.7026685978691638,-0.7191413472196179,0.5253803369619054,1.8080069628117093,-0.46046559265744713,0.29724528875486855,-0.36622517463396337,2.058612382709655,0.9478801887609982,-1.2773659423144015,0.19156318652214854
UACC-257,1.4652871809933565,-1.127037177366708,-1.921219873563067,4.347931383716241,-0.8820464111842946,-2.353660298125596,2.7947700961911144,-0.6467529071173614,-2.3644388200131154,0.6395399452586709,0.7997228317055223,-2.4757442880757847,-4.295713033013455,-2.0604852542594876,1.9145469373289743,1.2128427578830665,-0.01893115711031499,4.160037104315528,-0.39686475596154086,-2.439672936807599,1.4082236730273265,-0.5356464639762385,-2.290045890276347,0.8773136297271891,0.7915693237933485
SR,5.661307104843992,2.6523231362746227,2.5588236296292646,-0.6902058042141251,0.6079552406788954,4.98631220978446,10.436756394948448,5.783763123737662,-1.7148228776538008,-2.372723932789672,3.1000979754197786,6.524754851906556,1.0301501156164599,2.476588937535971,0.6910694427202059,1.2311153127665688,1.6887870865425354,-1.1060739276193274,-1.4790148152121754,0.12166815781520551,1.2118922759476134,-1.1667959317199126,-1.7563023753048452,-0.32113223737054514,-0.4372702118757031
HOP-62,-2.342304877846878,-4.298833527382624,1.1892652868816977,-0.2021838042485772,-0.4509772183383465,1.8380739034188793,-1.9236375220768125,-0.7749323354238684,0.9506061481699778,-1.6395051809053338,0.188591315838913,-0.8375413389263533,-1.5896441676716133,1.2714025277979097,0.4010489589437636,-0.7632152072086682,1.205615503256948,-0.5098726104989897,0.8340403464496076,-1.3561805876624804,0.6609318519906716,-1.6365117940068101,-0.06842546461505689,0.19328044120956478,2.0368257981496667
EKVX,-3.6167186679121954,-0.37654814075874515,-0.8054925986085375,-0.7123053884813784,3.1009201498722883,-0.7732700116043975,-0.020448235302556177,0.015236926543329218,-3.5015402293300366,-2.417243885942199,-1.5754010017354996,0.4160924457225971,-2.50528087008589,-0.5002857973767924,-0.973578524055698,-2.630004537111362,1.114742428799513,-2.8266125696515156,-3.8905868386116067,-2.982599650859134,-0.2866409860110576,1.5244884067313558,-2.3759548929528425,1.7432306223020708,-2.163076544416048
OVCAR-5,-0.7451301446917412,-4.910265782887986,-0.5816770705319889,-2.011396721661604,-0.6825501284968659,2.0765554198733356,-0.8566518699028969,-0.025776763146919103,1.900299069850965,1.9410075488366731,-0.6462065783403798,0.704365869804878,-2.2733501397995837,0.9463278861246531,-1.3472693113831438,-0.1805071411203245,2.8093374463895873,-0.08150337285050176,-0.8153541796517254,-1.8010884413351138,1.1936657738558436,-1.4484932239595592,-0.8314495832319809,1.5833518153031698,-0.07870064829170423
UO-31,-2.089254252881503,-3.3890685128273,-1.682489266615805,0.9137074368353204,-2.190138553867338,2.2431342290464853,-0.2942465687437105,0.06911806592001617,1.6723635851585654,1.966519085783441,0.7886859516974483,0.9977219157876391,-2.166469014428709,1.3160279587444321,-1.6290529206003437,1.2756271693053773,0.2288066197076289,0.9023196003307233,-2.250087095148942,1.7467756475323348,1.327717353911717,1.063317082690126,0.14680754246174957,0.7194158307270158,2.039578541699667
SF-268,-4.698958035325452,-6.897415628664447,-0.940882694792452,1.0281435521780815,-3.0212766878686623,-2.5323066757265247,-0.8728104888170988,0.5749577505475432,-3.2334959106534393,-2.4892051564514124,2.800843935787522,0.7004030080226566,-3.578329503677328,-0.8667966961127602,2.0102953872102143,-0.40484192520967655,0.46106763544968254,-0.17174610686663228,-1.0840417998444491,2.681630536023055,-1.0903635242106742,2.2729640012447265,-1.4880404739126258,-2.391386155307837,-0.9433747645962548
SF-539,-1.5949329523420204,-3.85228823204742,-8.306872522338399,-0.8987388477637688,-3.9026747689853183,0.7834919377635788,2.4197656913496375,6.25613958635712,-1.9727311496072202,1.6832988617622031,0.7581647536048728,0.2545377300630141,-0.808705150924038,-0.4634705173516954,1.7891352037782042,2.1135886012352287,0.5799730584871439,-0.6532067100064792,2.109958892547169,-1.9369951170709183,1.1960797633753328,1.5783871732142292,2.8635558467172357,1.0741815784961055,0.5331087153471129
SNB-75,-3.400625691512488,-4.79695921351176,-2.547387974994534,1.7827783809282358,-1.17075307426452,-3.342005226774519,-0.21468330690354892,3.483787061072714,-2.809794272905028,0.8927222092874241,1.2103192358854402,-0.3771698965292701,-0.4359618446580291,-0.1161800694659564,0.3921731853205337,1.0344643849411732,0.03858561198691344,-1.6363606020555561,0.8335069520880071,1.2113146480996542,-1.9991810788067923,0.02632154563348444,1.4951603731108165,-0.10253884613660115,1.6689348342350663
HOP-92,-4.4428364283282455,2.0555785559549924,3.716352534712513,-1.276871046457816,-1.8726615157428372,3.2687141507433712,0.5714313788824746,-1.6369685662211,-0.8176029555956222,-3.3654640361262436,-2.3179384076037475,-1.3280363673261955,0.1296954252586198,1.8292538061696149,1.1514341568116766,1.1902940128564485,2.4745898643631326,0.912324589041494,1.0462216942342557,0.25141789596424924,1.0235570534717777,-1.2583838411691244,2.208546453244701,-0.12047314927627328,-2.177866136520375
